Rating,Comment,Review_text
3,Nice,"Camera performance is not as expected, battery is good, performance is okay, overall this phone is a good budget phone , but not for PHOTOHOLIC person...READ MORE"
3,Just okay,awosome product. But just 1 thing with UI of motoREAD MORE
2,Moderate,Camera quality very poor don't like don't buy itREAD MORE
5,Excellent,Colour good and features all goods And very nice designREAD MORE
3,Decent product,Except camera everything is superREAD MORE
4,Pretty good,"Day light camera is good but night mode not good,Display also ok ... Battery good..READ MORE"
1,Useless product,"Camera average, problem in voiceREAD MORE"
4,Really Nice,Love this brand and I got at reasonable price too... Everything is good... Just display is little bit dull... Colour and performance are good too...READ MORE
4,Good choice,All good but camera 📸 quality is not upto the mark...64MP  could be better.After zooming the pixels of pics completely teared..READ MORE
3,Good,Processor not working properly...Camera average.... Battery works good...Get  hanged during receiving calls....Bar code scanning not working properly.READ MORE
5,Must buy!,Nice 🙂❤️🙂READ MORE
4,Good Stock like Software,"It is a good budget phone, with 90htz refresh rate and near stock OS, Camera is OK , bloatware free phone. Nice PhoneREAD MORE"
4,Worth the money,"Good phone for middle class , prime look .good performanceREAD MORE"
5,Must buy!,"Moto always ahead, Awesome ☺️A nice product from motorola mobiles. It's very smooth to use and it's 90hrtsRefresh rateREAD MORE"
5,Perfect product!,Nice mobile and Prosser and Nice camera image thanks to Flipkart 😘😘READ MORE
5,Just wow!,Better allREAD MORE
4,Good quality product,This is superb smartphone in this segmentsREAD MORE
4,Very Good,Overall All are good 👍 ...READ MORE
1,Worthless,Good battery 🔋 but weak phone waste 📷 😥😥😥READ MORE
5,Terrific purchase,I'm Moto lover as stock Android experience... Awesome budget phone in the G seriesREAD MORE
5,Excellent,Phone was good but i have selected EMI option but after the delivery the entire money debited automatically from accountREAD MORE
3,Decent product,Average build quality.READ MORE
5,Brilliant,The stock Android experience is amazingREAD MORE
5,Must buy!,ExcellentREAD MORE
5,Simply awesome,Good mobile..READ MORE
2,Moderate,Baittry performence not goodREAD MORE
3,Does the job,"value for money  , but it is ChineseREAD MORE"
3,Good,OkREAD MORE
5,Brilliant,Always is good 👌👌👍nice products value for money thank you 😘😘😘😘READ MORE
5,Worth every penny,This price range is better.But processor 665 .READ MORE
5,Classy product,Good PerformanceREAD MORE
5,Super!,exillentREAD MORE
5,Must buy!,Value for moneyREAD MORE
1,Utterly Disappointed,Camera quality was not good Facing hanging problem while using data network Display quality was not good its very cheap Battery backup 🙏 very shortREAD MORE
5,Super!,Excellent productREAD MORE
2,Could be way better,Overall performance of this phone is not goodREAD MORE
1,Terrible product,"Mobile gets auto switched off; While recording the call, it sounds. While speaking on Speaker, sounds break due to speaker. This mobile is not as we used get of MOTOROLA.*****Will not suggest the customer to order.****READ MORE"
5,Super!,Pastel sky awesome colour and scrachless back cover ...READ MORE
4,Very Good,Good product at this price.READ MORE
3,Fair,Ok for normal userREAD MORE
2,Moderate,Camera quality is not as per specification.Flipkart service is too bad replacement is not givenREAD MORE
4,Good quality product,Overall mobile is okay just i think camera could be better. Otherwise it's value for money. Just to have performance for camera should be upgraded.READ MORE
1,Did not meet expectations,Worst qualityREAD MORE
1,Utterly Disappointed,My moto g30 is charging Time my phone getting very heatREAD MORE
5,Must buy!,Excellent product in this price range . The only demerit is the brightness which is low.READ MORE
3,Decent product,"Honest review.Pros.Camera, battery. User Interface.Cons.Display is average, hd video Play is not good.Overall budget phone, value for.money.But did not expected this from Motorola.Display is worst.READ MORE"
3,Just okay,Display screen and camera quality are disappointing.READ MORE
5,Super!,GoodREAD MORE
1,Not recommended at all,"Please don't buy.. totally waste for money, camera clarity is not there, battery very slow in charging also getting heat like iron box, options also very slow in working...it is not worth to money what we spend... please don't buyREAD MORE"
4,Good quality product,GoodREAD MORE
2,Slightly disappointed,Camera is very poorREAD MORE
5,Wonderful,Very much happy after getting the replacement thanks a lot to Flipkart team.READ MORE
5,Must Buy,Best In All Parameter...READ MORE
2,Not good,Display quality poor.Camera function nice. Picture quality avarage. Overall - no recommendation!!!READ MORE
5,Terrific purchase,Good MobileREAD MORE
4,Really Nice,It's was goods mobile ph.Nice look came jaldi goods.READ MORE
3,Just okay,Front camera is too badREAD MORE
5,Just wow!,Not badREAD MORE
1,Did not meet expectations,"Very worst experience, I do not recommend any one please don't go with the brand name I totally disappointed with moto this time....64 mp camera is looking like 2 mp camera.Battery drainage fast whan using mobile data.Display quality very poor only blur & blur.I want to replace or my money back.READ MORE"
1,Terrible product,This mobile is uncomfortable because camera quality is very poor quality. And display is not good. And it's heating very much so this mobile purchase west of money.READ MORE
4,Very Good,Screen size is to largeREAD MORE
5,Mind-blowing purchase,Overall great product.READ MORE
5,Super!,Good under 11k budget... good built quality... camera ok as campare to price... go for it ...accoroding to price best performance...READ MORE
5,Mind-blowing purchase,Battery drowns due to AI assisted but over all I loved the product. Worth 🙏READ MORE
3,Fair,Camera   badREAD MORE
5,Just wow!,Nice productREAD MORE
5,Just wow!,Value for money just amazingREAD MORE
5,Great product,Loved it Really value for money camera is good and battery back up is goodREAD MORE
5,Perfect product!,Great phoneREAD MORE
5,Great product,Good mobile and love you motorolaREAD MORE
1,Absolute rubbish!,Very poor phoneREAD MORE
4,Very Good,"Very nice product, value for money, I have been using for 5 days,Battery is good, stock android experience ia good.READ MORE"
2,Moderate,Waste of moneyREAD MORE
5,Brilliant,Good cell comparing my old samsung.....one issue is some times it heats up in long useREAD MORE
5,Awesome,GoodREAD MORE
5,Just wow!,goodREAD MORE
1,Worst experience ever!,Mobile gets heated while chargingBattery drain fastAlso get heat while usingNo proximity sensor in mobileAttentive display feature  is of no useREAD MORE
5,Fabulous!,I am very happyREAD MORE
4,Value-for-money,GoodREAD MORE
4,Delightful,Good performersREAD MORE
1,Very poor,Phone damaged after 1 week of useREAD MORE
3,Nice,GoodREAD MORE
3,Just okay,1. Camera quality disgusting look like 2-3 MP2. Display brightness very dull In sunny area u r not able to see clearly the display3. Performance worst4. Only battery backup is goodREAD MORE
5,Great product,EXCELLENTREAD MORE
5,Perfect product!,Just love it!READ MORE
1,Don't waste your money,Don't buy this mobileREAD MORE
3,Nice,Heating problemREAD MORE
3,Decent product,Overall good product 👌READ MORE
1,Utterly Disappointed,Mobile phone is very unhappy 😡 brightness lowREAD MORE
4,Value-for-money,OkayREAD MORE
2,Could be way better,Rear Camera is not good enoughREAD MORE
5,Super!,AwesomeREAD MORE
1,Useless product,I am very disappointed with display and soundsREAD MORE
5,Worth every penny,AwesomeREAD MORE
5,Mind-blowing purchase,NiceREAD MORE
4,Delightful,"Pros: Near Stock Android, Useful Moto features, No lags during usageCons: Display isn't bright, Camera is average, Battery drains down really quick.READ MORE"
3,Does the job,Display not goodREAD MORE
1,Horrible,Worst front cameraREAD MORE
3,Decent product,Camera is not good.Has heating issueREAD MORE
5,Excellent,NiceREAD MORE
4,Delightful,GoodREAD MORE
4,Good choice,good built quality 90 refreshing rate smoothREAD MORE
5,Perfect product!,Best phone in this price range. Motorola back into the market with bang and will give competion to xiaomi and realme.Great job motorolaREAD MORE
3,Good,Phone is good and performance is also good.I am not satisfy with the battery backup it's not performed like 5000 MAh and camera quality is also not good.READ MORE
2,Moto disappoints,Few of features not upto the Moto standards- Camera- Video playback- SoundREAD MORE
5,Fabulous!,Awsome phoneREAD MORE
4,Nice product,Nice.. mobileawesome camera qualityavg display quality 720psound quality awesomeREAD MORE
5,Just wow!,GoodREAD MORE
1,Useless product,This review is because of seller. I am giving 1 star because i dont have option to give zero star.READ MORE
3,Good,Battery backup is so soREAD MORE
1,Terrible product,HangREAD MORE
4,Really Nice,Good productREAD MORE
4,Value-for-money,The Camera is Average...Other things are good.. Overall Value for Money phoneREAD MORE
5,Terrific purchase,Decent camera and batteryREAD MORE
1,Terrible product,"I called Motorola's cust care support for 'How to turn off fingerprint unlock vibration?' And they replayed that ""this is default setting"". It means that IT IS IMPOSSIBLE TO TURN OFF FINGERPRINT UNLOCK VIBRATION!READ MORE"
1,Terrible product,It's worst product by Motorola .I never expected the Motorola has been produced this type of productREAD MORE
3,Nice,One thing not good in this phone.you can't use hotspot internet on callingREAD MORE
5,Perfect product!,Nice product..good quality also delivery is in time so i prefered flipkart...READ MORE
3,Just okay,Performance is very good but camera is not upto mark very bad quality camera.READ MORE
5,Brilliant,Very good productREAD MORE
1,Worst experience ever!,one of the worst phone in the worldREAD MORE
1,Very poor,"Just Honest review: I am motorala fan from long time, I used 3 before this, but this time very disappointed with Display, it's below average. Beside Display everything is best in value for money  ....just Display(which is most important) is very very low levelREAD MORE"
1,Did not meet expectations,"If you looking for camera phone then don't buy , macro full weast only nosise will capture , if you use 64mp then system lag , it is just like samsung 5mp cameraREAD MORE"
3,Just okay,Battery backup is lessREAD MORE
3,Good,It drains battery faster battery back up is not too gudREAD MORE
4,Pretty good,It was a good phoneREAD MORE
4,Nice product,"Overall good , but value for money 💰 , normal use is the best phone,READ MORE"
1,Don't waste your money,Waste of money and timeREAD MORE
5,Just wow!,niceREAD MORE
2,Slightly disappointed,"Moto g30 very worst mobile, moblie design and display size good, display quality very bad, camara quality vry worst and camara hanging, sounds ok,READ MORE"
5,Mind-blowing purchase,Mobile is best for this price but delivery sarvice is very bad my product delivery 28/3/21 but not delivered thus dayREAD MORE
3,Just okay,Battery : poor back upCamera : fair.(infact it can be classified as poor)Performance : good as of nowMemory : insufficientREAD MORE
5,Worth every penny,Camera qualityREAD MORE
3,Just okay,I like itREAD MORE
2,Moderate,"Don't buy, battery backup is very poorREAD MORE"
1,Absolute rubbish!,"Camera quality is too poor.Out of the box , it is given 64 mexa pixel with quad camera setup. And in reality it is even worst than 32 mexa pixel.So, Don't try to purchase this Phone by seeing it's camera spec's.And all other things are good Display can be better than this.READ MORE"
5,Super!,Very good phone at very affordable price. Satisfied with this moto phone.READ MORE
5,Just wow!,Gifted to my wifeand she loved it.READ MORE
5,Worth every penny,GoodREAD MORE
5,Wonderful,Nice phone on bugetREAD MORE
2,Bad quality,Product is not good  performance over heating problem and sound quality not good Internal storage 64 gb but not actually available..READ MORE
5,Best in the market!,SuperREAD MORE
3,Good,Gets heated while chargingVideo viewing quality is below averageLook is awesomeFeels a bit heavierGaming performance is goodGets heated while phone callREAD MORE
1,Worst experience ever!,Battery problemREAD MORE
4,Worth the money,Stock Android experience is nice no Ads  Comes. Battery backup full day. Camera need some improvement by update. Display is nice.  Overall value for money.READ MORE
5,Highly recommended,Good phoneREAD MORE
5,Awesome,"Well like to make it short and precise Pros :Clean android 11 experience with very few but usefull motorola addition in uiNo ads no bloatwarePerformance of as 662 is pretty good considering you are an average user and not a heavy gamer. But you can definitely game on this is low to moderate settings.Comes with a 20 watt charger in the box and a tpu soft case.Its IP52 rated dust resistant and water repellent to some extent. In 11k it is a good choice if you want to avoid custom ui, ads ...READ MORE"
3,Nice,"Worst product u can't expect, Battery drain without net & no use also... It's manage dueto 5000mah battery, And its can't support your old memory card, though it's good one, u can't get good settings as like realme. At last u can't get return option for Motorola, I am complain Flipkart for technical support but it's 7 days to go but no one come to me... If I got good results I shall edit my review as needed. As a Indian product I like it but funny. My friends laugh towards me.READ MORE"
4,Value-for-money,Good and best phone in this valueREAD MORE
5,Terrific,Flipkart delivery on time.Thanks.G30 is the phone that I want. Nice phone.READ MORE
4,Pretty good,NiceREAD MORE
4,Value-for-money,Phone is big and bulky. Plastic frame makes it kinda cheap quality.Camera is decent and Battery life is good.READ MORE
3,Nice,Camera performance is very poorNot clear images very bad cameraREAD MORE
5,Fabulous!,Most recommendedREAD MORE
1,Worthless,Don't buy moto company phonesREAD MORE
5,Simply awesome,Value for money phoneREAD MORE
5,Excellent,GoodREAD MORE
2,Not good,It is hanged sometime i open cameraREAD MORE
5,Highly recommended,"Overall a good product with value for money,been using for over a week now still very happy with my purchase👍👍👍READ MORE"
5,Perfect product!,According to price everything is best better then mi.READ MORE
5,Great product,Good product at reasonable price 👍READ MORE
1,Hated it!,"Hanging issue, making emergency call any time or automatically.Charger is good they are charging mobile fastREAD MORE"
5,Perfect product!,Camera quality is not good ....as it have 64mp picture are not attractive just like normal camera...READ MORE
5,Great product,Very goodREAD MORE
5,Highly recommended,Good qualityREAD MORE
4,Very Good,GoodREAD MORE
5,Just wow!,Excellent product & very fast delivery by Flipkart...Value for money....Unbelievable night vision feature...No adds due to stock Android...READ MORE
4,Good choice,NiceREAD MORE
1,Worthless,Disappointed with camera qualityNot received fast charger...it took more than 3 hrs to full charge and getting heatIt is getting heat while using basic apps.READ MORE
4,Good choice,Nice mobile in this budgetREAD MORE
4,Pretty good,Money worthREAD MORE
5,Best in the market!,Nice smartphone. Working smoothly. Pure android experience. Awesome buildREAD MORE
4,Very Good,Good product at this priz but is disappointedREAD MORE
5,Mind-blowing purchase,Excellent phone 📱 gaissREAD MORE
1,Don't waste your money,Never buy this phone.READ MORE
4,Worth the money,Nice and good phoneREAD MORE
4,Wonderful,RecommendedREAD MORE
5,Great product,Nyc phoneREAD MORE
4,Delightful,Except for camera phone works goodREAD MORE
4,Very Good,Wonderful budget phone.Front cam clarity is not good for video call.All other features are goodREAD MORE
5,Just wow!,Fantastic productsREAD MORE
5,Highly recommended,It's a amazing product.READ MORE
4,Very Good,"After using this phone for 4 days, I experience the following things-Battery- It lasts for 1day (24 hrs) in medium use (browsing, YouTube, prime video, jio tv etc.). It takes nearly 3 hrs to charge from 0% to 100% with its 20W charger. I think Moto should have provided more powerful charger. Heating is not an issue. But with 5000mah, it should have last for more than 40 hrs. (Update after 7 days- It lasts for 42 hrs after doing minor changes in settings like turning Adaptive Brightness OFF ...READ MORE"
5,Awesome,All things good.. only battery backup is not goodREAD MORE
5,Best in the market!,At budget segment it's a great optionREAD MORE
3,Decent product,Camera quality is too worst64mp are look like fictitiousImage processing are like digital cameraSo dispointing with cameraBattery is upto 4 mksREAD MORE
1,Not recommended at all,"The overall phone is good but the main problem is camera. The camera sometimes doesn't work it shows camera isn't responding and sometimes photos are not process, in the gallery it shows processing.....  Overall camera performance isn't good as much i expect. If you buy this phone for camera please don't go for it. ThanksREAD MORE"
5,Awesome,SuperREAD MORE
5,Classy product,Best of quality and worth moneyREAD MORE
3,Just okay,OK goodREAD MORE
4,Good quality product,"Everything is awesome, just camera is not that great. But can not complain in this price range. Battery is awesome getting almost 2 days of back up in normal usage and best part of any Motorola phone is stock Android.READ MORE"
2,Bad quality,This product is very bad👿👿READ MORE
5,Perfect product!,Only one word - WOWREAD MORE
5,Simply awesome,No doute ossam cameraREAD MORE
1,Absolute rubbish!,Rear Camera was too worst there is no any details in the cam. Comparing to MotoG2 it's really waste. Selfie ok.READ MORE
5,Perfect product!,So superREAD MORE
1,Worst experience ever!,The battery is taking 8 hrs to charge from 50% to 100% with original charger and cable. It was on day 1 of delivery. In the time of fast changing its pathetic performance. Either the product is bad design or it's not originalREAD MORE
2,Expected a better product,camera and battery issueREAD MORE
3,Decent product,"All the features of the phone is good,Camera quality and RAM,memory. One thing disappointing is battery drains very fast.Looks to be 3000mah,READ MORE"
5,Cool!,"Stock Android 11 is good. No ads, no unwanted apps like Mi, Redmi, Poco and so on..READ MORE"
5,Classy product,Nice productsREAD MORE
5,Simply awesome,Excellent product in this price tagREAD MORE
1,Terrible product,Worst phone of MotorolaCamera like some 2000/-  phoneHeavyFalse GPS every timeFlipkart not ready to take it back .Worse customer service from Flipkart.READ MORE
3,Fair,NiceREAD MORE
4,Worth the money,Value for money.READ MORE
1,Worthless,Waste cameraREAD MORE
4,Delightful,"At this Price you will get a huge product by performance By CAMERA, and work SMOOTHNESS With a very good BatteryREAD MORE"
4,Nice product,Value for money productREAD MORE
5,Awesome,Good one quality mobile flipkart give more offers some people are buying this Mobile so good mobileREAD MORE
4,Worth the money,GoodREAD MORE
4,Nice product,Sometimes it's hangeREAD MORE
1,Utterly Disappointed,Bad quality mobile braitenes light low camera not goodREAD MORE
4,Really Nice,"Display, Battery, Camera all be perfect..  But the speaker is not good. While speaking,  loud speaker is very worst. Can't able to hear anything. And while using Headset, sounds leaks outside. In speaker aspect totally worst.READ MORE"
2,Expected a better product,Very slow chargeREAD MORE
4,Good choice,"No protection for screen , so easily scratchable .am having oneREAD MORE"
3,Does the job,Camera quality is not so goodREAD MORE
1,Worst experience ever!,Improve cameraREAD MORE
3,Decent product,Mobile was little heavy/bulkyREAD MORE
5,Just wow!,Very goodREAD MORE
3,Nice,Camera is WorstREAD MORE
4,Really Nice,Value for money phone with good battery and performance. Camera is so so not very good. Satisfied with overall performance.READ MORE
5,Mind-blowing purchase,Good quality.. battery awesome...camera is very goodREAD MORE
1,Useless product,"Item is not upto mark, microphone issues, camera issues, a bit lag issue while calling, also there's only replacement policy not return, think before buying.READ MORE"
2,Bad quality,"Slow phone,take much time for preview images and camera is also slow,quality is poor,64mp camera is like 8mpREAD MORE"
3,Good,Earphone sound is so bad.. camera take so much time to capture..READ MORE
5,Wonderful,Best refresh rate mobil. Best value for moneyREAD MORE
4,Very Good,Best Product 👍READ MORE
1,Utterly Disappointed,Phone is getting hanged ... Evan can't processing small apps.READ MORE
3,Just okay,Relly goodREAD MORE
4,Nice product,"Performance is good😚 but camara performance is some time too late for processing😔 , battery backup is good 😄,nice product 😍. design is average.🤭READ MORE"
2,Expected a better product,Worst camera!READ MORE
4,Pretty good,At first boot the camera was not working however after restart the it was working fine. No other issue observed. Overall ok product.READ MORE
4,Worth the money,Not bad...but not bestREAD MORE
3,Decent product,"Battery heating, hanging two times,READ MORE"
5,Terrific,Super amazing Flipkart MotoREAD MORE
5,Fabulous!,Processing and camera quality is really super under 10k range.Getting device heat while charging but not during internet surfing time.READ MORE
4,Good choice,Value for money..READ MORE
1,Terrible product,Processor is very Slow...While opening the app it's Taking so much time..READ MORE
5,Simply awesome,Value for moneyREAD MORE
3,Good,"One good thing about moto g30 is awesome battery performance, cons is Could be given better display and storageREAD MORE"
2,Expected a better product,Phone is lagging while using Google meet and whatsapp calling...READ MORE
1,Worthless,Camera is very poor. Battery backup is not good. I am using this phone about 10 days before. It hangs so many times. Don't buy this phone. I have wasted my money.READ MORE
3,Nice,Total money lost camera quality soo badREAD MORE
4,Wonderful,So amazing products at this price rangeREAD MORE
4,Good choice,It's so beautifulREAD MORE
4,Really Nice,Very good 👍👏👌😀☺phone motoREAD MORE
4,Good choice,Nice phone in low budget Flipkart service as usual so fast and accurate but dilivery boy behaviour not good he is try to chiting with customers Flipkart kindly see that kind of matter otherwise customers not interested to buy any mobile from FlipkartREAD MORE
3,Nice,Camera is not 64 megapixel not even 48 it's very simple camera 12 megapixel quality...READ MORE
5,Simply awesome,Good quality Phone ✓✓✓READ MORE
5,Simply awesome,Good productREAD MORE
2,Moderate,Camera vari bad and all over 3star ratingREAD MORE
1,Did not meet expectations,Camera is not okREAD MORE
5,Great product,"Good phone , save moneyREAD MORE"
5,Must buy!,Worth to buy..no doubtREAD MORE
1,Absolute rubbish!,Poor productsBettry backup poorCamera poorCall mic poorProcessing poorREAD MORE
4,Wonderful,As usual a decent moto product. Camera under night mode is decent. If you are not a frequent phone user just using for videos and calls then battery will last for 3 days.Only cons is due to heavy battery the phone weighs more on ur handsREAD MORE
5,Super!,AssumeREAD MORE
5,Simply awesome,"Camera is awesome. It has night vision feature, which gives a good photo to identify the objects even in truly dark condition. Rear camera is awesome, can click high quality images, with max zoom. Front camera is also good for selfie.Battery taking approx 3 hrs to change fully from 1to100%.Facelock, pattern lock, pin, password, and finger sensor are the privacy features.Smooth to navigate on screen. Slightly longer in size which may not fit in your short pocket. But I'm happy with this pho...READ MORE"
4,Delightful,There is no place other than moto. But there is lot to improve their features.READ MORE
5,Great product,Just smoothREAD MORE
2,Moderate,Average PhoneREAD MORE
5,Mind-blowing purchase,Best mobile in market but why taking more time after taking a picture from camara I think solve this problem after mobile updation.READ MORE
4,Pretty good,All is good but camera is not too goodREAD MORE
5,Brilliant,Excellent network connectivity.READ MORE
4,Value-for-money,Good product from MotorolaREAD MORE
5,Excellent,Very nice product at this price.READ MORE
3,Good,Camera is not goodBattery also normalREAD MORE
1,Worst experience ever!,Battery drain very fastREAD MORE
4,Value-for-money,"Camera was not good, 1/5Other performance is good 4/5Battery 4/5Display 3.5/5Motorola was not working on camera in any moto mobiles,READ MORE"
5,Awesome,Overall goodREAD MORE
3,Good,"Camera is not good, plastic back gives cheap look, battery draining bit fast, performance is quite goodREAD MORE"
3,Does the job,Everything is good apart from size of mobile.It's too big.READ MORE
1,Absolute rubbish!,"Please don't buy this mobile. Am very disappointed with this product.Camera, display resolution are very very bad.Only the numbers are there but there is no performance according to the specifications.Flipkart is not giving the refund also. It's irritating me like anything.READ MORE"
4,Delightful,Everything is okREAD MORE
5,Great product,GoodREAD MORE
4,Worth the money,Excellent mobile value for moneyREAD MORE
4,Pretty good,Perfect  Mobile....READ MORE
5,Super!,Very goodREAD MORE
1,Hated it!,dont waste your money to buy this phoneCamera Quality so badREAD MORE
5,Must buy!,Value for moneyREAD MORE
5,Highly recommended,Such a lovely nice phone .. very satisfiedREAD MORE
5,Just wow!,Hello Moto nice phone Moto g 30READ MORE
1,Waste of money!,Camera is Bad and performance are also badREAD MORE
4,Worth the money,"I like it, but it getting warm soonREAD MORE"
5,Nice phone at affordable cost.,After using two days I am happy with phone.READ MORE
4,Delightful,Very good phone on this price point. Delivery is goodREAD MORE
3,Good,Not satisfied with camera and display quality it's below averageREAD MORE
1,Absolute rubbish!,3rd class mobileREAD MORE
2,Slightly disappointed,Phone weight management is not good.. looks bulky in handREAD MORE
1,Waste of money!,Poor camera qualityREAD MORE
1,Don't waste your money,"Camera quality is very poor.i'm really disappointed with this,and even they are returning it, i only have replacement option 😑.READ MORE"
5,Great product,Good phoneREAD MORE
5,Mind-blowing purchase,Moto g30 is superb mobile phone....👍READ MORE
1,Hated it!,Camera is to bad quality and every thing is goodREAD MORE
5,Fabulous!,Really unique phoneREAD MORE
5,Worth every penny,gudREAD MORE
2,Not good,Moto G30 Battery backup is not as Shown.If you fully 100 %chrged. The batery running only 16Hoir only. Without any work.READ MORE
4,Good choice,Product is good but one more thing to update in Moto set is Camera qualityREAD MORE
1,Terrible product,Camera and battery very poorREAD MORE
1,Horrible,Bad phone waste of moneyREAD MORE
2,Bad quality,Bad  phone and flip kartREAD MORE
1,Unsatisfactory,Worst Mobile Motorola G30😭😭😭 camera quality is too bad & charging speed is too low....READ MORE
4,Very Good,Good Service & FastREAD MORE
1,Did not meet expectations,Bad product dont buy . When charging then heatingREAD MORE
5,Terrific,Moto g30 is good for mid range budget phone. Also run on android stock OS so getting smooth experienceREAD MORE
3,Just okay,"For 10000 it's worth ,phone is notREAD MORE"
5,Excellent,"Good phone, value for money..READ MORE"
5,Great product,Good entry level smartphone 🔥🔥🎉🎉READ MORE
1,Absolute rubbish!,"Product is good but flipkart delivery facility is very bad, completely badREAD MORE"
4,Value-for-money,In this price range there are other good phone but if you want free of boaltware and stock Android experience then go for this and if Motorola want to become ultimate king in this price range please work on camera quality and display.READ MORE
4,Value-for-money,Good one... for this priceREAD MORE
5,Excellent,Awesome productsREAD MORE
1,Worst experience ever!,"At first  i was very excited with spec, its a huge phone, screen resolution not upto mark. Camera is lagging big time. Network connectivity not upto mark. Once out of wifi range have to put it on aeroplane mode and then normal to start receiving calls and use mobile data. I am usually a big fan of Moto phones. But this is sad. Switching from moto one power to this phone was a huge mistakeREAD MORE"
4,Good quality product,Good productREAD MORE
5,Super!,Mind blowingREAD MORE
1,Worst phone ever ,"Please do not go with this PHONE, Cam quality is worst, Heating issue, Functionality is not upto the mark. Worst product.READ MORE"
1,Unsatisfactory,Poor cemraREAD MORE
4,Wonderful,Best  phone with all features ✌️👌READ MORE
5,Wonderful,Good and smartest design by Motorola.READ MORE
1,Worthless,As told dark pearl the colour is not as it toldREAD MORE
5,Great product,Excellent product from motorola.READ MORE
5,Fabulous!,Good. But not the bestREAD MORE
5,Fabulous!,Camera processing takes quite a bit time . Camera image should have more punchy colours . Os is very good . Mobile color should have more optionsREAD MORE
5,Fabulous!,Well in time delivered. In this budget the best mobile. THANKS MOTOROLA and FLIPKART. Camera needs a bit development but it's ok.READ MORE
3,Decent product,NiceREAD MORE
3,Does the job,NiceREAD MORE
5,Just wow!,thanks to  flipkartREAD MORE
5,Excellent,"Nice product,READ MORE"
4,Worth the money,Too much space to improve camera quality to compete others.READ MORE
1,Horrible,worst mobile.READ MORE
5,Terrific,Should give only one but better rare camera. And every thing else is more than perfect:)READ MORE
5,Mind-blowing purchase,Very nice MobileREAD MORE
5,Perfect product!,NiceREAD MORE
5,Fabulous!,Value of moneyREAD MORE
1,Absolute rubbish!,Worst product.Don't buy Moto mobiles.Display too badCharging very slowIt's not 64 mp...it's 6.4mp CameraWaste of money.Spl. Req... don't buy.READ MORE
5,Wonderful,Delivery agent was goodREAD MORE
5,"Worth every penny, Nice product","Good battery backup, faster charging and its comes with back cover.READ MORE"
5,Just wow!,This worth of valu mobile and nice performance.READ MORE
5,Terrific purchase,Good choice in this range 👍👍READ MORE
3,Just okay,Processor is very slow. battery backup is awesome camera normal app opening just secondREAD MORE
3,Good,"Even unable to see youtube videos clearly ... worst phone compared to other mobiles in this segment ... dont buy this ... go to oppo , realme in this budget if u needREAD MORE"
3,Good,"Camera quality is worst , display is decent,but build quantity is better ,moto team needs to improve in its camera and diplay quality , thankyou 🙏❤️READ MORE"
5,Classy product,Nice mobile phone 📱 display and camera also too goodREAD MORE
5,Terrific purchase,Very niceREAD MORE
4,Very Good,Nice Phone At PriceREAD MORE
5,Wonderful,NiceREAD MORE
4,Value-for-money,Camara performance is not so good.night vision not so good.Uses Google applications as system applications.Over all performance is goodREAD MORE
4,Good quality product,Camera is not up to the markREAD MORE
4,Nice product,Good oneREAD MORE
5,Great product,ExcellentREAD MORE
5,Highly recommended,"Amazing phone, smooth display, sound quality ok, stock android loveREAD MORE"
3,Decent product,Good phone if you want to experience stock android. But still poco and realme gives better overall performance.READ MORE
5,Super!,Nice phone in good budgetREAD MORE
1,Did not meet expectations,Very worst camera please don't buy everyoneREAD MORE
5,Awesome,super moto nice mobileREAD MORE
5,Worth every penny,Overall excellent performance but battery is not upto the mark.READ MORE
1,Did not meet expectations,Camera very very bad qualityBattery bad performance Totally waste of money to buy this productREAD MORE
5,Must buy!,Nice productREAD MORE
5,Worth every penny,Aal features also good.  Only photo capture time very slow and at low light selfie can't capture. And most imp 64 megapixel not like 64 megapixel.. Other features. Good.  Very good.READ MORE
4,Very Good,Good one from motorola but some people may  disappointed by camera performance because of yellow flash light..READ MORE
5,Great product,"I got this phone yesterday in exchange offer with Rs 8399.00, nice performance, battery lasting very long. Overall good phone with this amount. Camera is just ok not very good.READ MORE"
4,Value-for-money,Good camaranotgoodREAD MORE
5,Classy product,Overall nice product with good performance @ 10000READ MORE
5,Best in the market!,NiceREAD MORE
5,Classy product,Overall gud product 👍👍READ MORE
5,Must buy!,NiceREAD MORE
1,Worthless,Good SmartpREAD MORE
5,Worth every penny,Value of moneyREAD MORE
4,Delightful,All rounder in amazing priceREAD MORE
3,Fair,"Very poor delivery,But this phone was good,Camera was average quality,Battery was goodPerformance was goodDisplay was goodREAD MORE"
5,Excellent,SuperREAD MORE
5,Classy product,NiceREAD MORE
1,Did not meet expectations,Color not as shown. Too glittery an outline giving an overall painful glare to the person using it.READ MORE
5,Excellent,"The quick response and display function is excellent. Camera results are excellent. Weight, color, size etc. are comparable to the best at very reasonable price.I have been using Motorola phones since last 4 years and faced almost zero problems. And this phone has also confirmed it's ever reliability.Manoj Kumar JainREAD MORE"
5,Terrific purchase,"Simply superb , self in night mode is very goodREAD MORE"
2,Moderate,Net runs very slowEarpiece not working properlyCamera quality is not goodREAD MORE
1,Very poor,Cemera not goodREAD MORE
5,Great product,Good phoneREAD MORE
